Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
9065.4,7670,"104,4",,"0,8364",,,7565,,
9067.3,9185,"104,2",,"1,085",,,9079,,
9069.2,10940,"103,4",,"1,399",,,10830,,
9071.2,13070,"101,9",,"1,818",,,12960,,
9073.1,15390,"99,93",,"2,317",,,15280,,
9075,18010,"97,39",,"2,935",,,17910,,
9076.9,20970,"94,35",,"3,698",,,20870,,
9078.8,24270,"90,86",,"4,631",,,24170,,
9080.8,28130,"86,77",,"5,832",,,28040,,
9082.7,32180,"82,55",,"7,216",,,32090,,
9084.6,36600,"78,07",,"8,878",,,36520,,
9086.5,41390,"73,4",,"10,86",,,41300,,
9088.5,46810,"68,34",,"13,34",,,46730,,
9090.4,52300,"63,47",,"16,12",,,52230,,
9092.3,58110,"58,6",,"19,37",,,58030,,
9094.2,64170,"53,78",,"23,15",,,64100,,
9096.2,70800,"48,82",,"27,74",,,70720,,
9098.1,77270,"44,27",,"32,74",,,77190,,
9100,83830,"39,9",,"38,43",,,83750,,
9101.9,90420,"35,75",,"44,84",,,90340,,
9103.8,96960,"31,84",,"52,02",,,96880,,
9105.8,103700,28,,"60,45",,,103600,,
9107.7,109900,"24,64",,"69,3",,,109800,,
9109.6,115700,"21,55",,"78,99",,,115600,,
9111.5,121200,"18,74",,"89,52",,,121100,,
9113.5,126400,"16,07",,"101,5",,,126300,,
9115.4,130800,"13,8",,"113,7",,,130700,,
9117.3,134600,"11,79",,"126,6",,,134500,,
9119.2,137700,10,,"140,2",,,137500,,
9121.2,140100,"8,364",,"155,1",,,139900,,
9123.1,141500,"7,013",,"169,8",,,141400,,
9125,142200,"5,846",,"184,8",,,142000,,
9126.9,142000,"4,844",,200,,,141800,,
9128.8,141100,"3,99",,"215,3",,,140800,,
9130.8,139200,"3,233",,"231,2",,,138900,,
9132.7,136500,"2,63",,"246,1",,,136300,,
9134.6,133200,"2,128",,"260,6",,,133000,,
9136.5,129200,"1,711",,"274,5",,,129000,,
9138.5,124400,"1,351",,"288,2",,,124100,,
9140.4,119300,"1,074",,"300,4",,,119000,,
9142.3,113700,"0,8478",,"311,6",,,113400,,
9144.2,107800,"0,6655",,"321,7",,,107500,,
9146.2,101300,"0,5125",,331,,,101000,,
9148.1,95000,"0,3974",,"338,6",,,94660,,
9150,88610,"0,3064",,345,,,88260,,
9151.9,82230,"0,2348",,"350,2",,,81880,,
9153.8,75950,"0,1789",,"354,3",,,75600,,
9155.8,69520,"0,1335",,"357,5",,,69160,,
9157.7,63650,"0,1004",,"359,5",,,63290,,
9159.6,58080,"0,07514",,"360,8",,,57720,,
9161.5,52840,"0,05588",,"361,4",,,52480,,
9163.5,47740,"0,04065",,"361,7",,,47380,,
9165.4,43320,"0,02987",,"361,7",,,42960,,
9167.3,39340,"0,02181",,"361,7",,,38980,,
9169.2,35800,"0,01584",,"361,8",,,35440,,
9171.2,32570,"0,01123",,"362,4",,,32210,,
9173.1,29970,"0,008056",,"363,5",,,29610,,
9175,27830,"0,005743",,"365,2",,,27460,,
9176.9,26120,"0,004071",,"367,7",,,25750,,
9178.8,24840,"0,002868",,"371,2",,,24470,,
9180.8,23940,"0,001971",,"375,8",,,23560,,
9182.7,23480,"0,001372",,"381,1",,,23100,,
9184.6,23380,"0,0009491",,"387,4",,,22990,,
9186.5,23620,"0,0006528",,"394,5",,,23220,,
9188.5,24200,"0,0004374",,"402,8",,,23800,,
9190.4,25040,"0,0002972",,"411,3",,,24630,,
9192.3,26130,"0,0002007",,"420,3",,,25710,,
9194.2,27430,"0,0001348",,"429,5",,,27000,,
9196.2,29000,"0,00008805",,"439,3",,,28560,,
9198.1,30640,"0,0000584",,"448,3",,,30190,,
9200,32390,"0,00003851",,457,,,31930,,
9201.9,34220,"0,00002524",,465,,,33750,,
9203.8,36090,"0,00001645",,"472,1",,,35620,,
9205.8,38060,"0,00001041",,"478,4",,,37580,,
9207.7,39900,"0,000006701",,483,,,39420,,
9209.6,41680,"0,000004288",,"486,2",,,41200,,
9211.5,43360,"0,000002727",,"487,8",,,42870,,
9213.5,44990,"0,000001683",,"487,5",,,44500,,
9215.4,46370,"0,000001058",,"485,4",,,45880,,
9217.3,47560,"0,0000006607",,"481,5",,,47080,,
9219.2,48540,"0,0000004103",,"475,6",,,48070,,
9221.2,49330,"0,0000002469",,"467,5",,,48860,,
9223.1,49820,"0,0000001514",,"457,9",,,49360,,
9225,50060,"0,00000009235",,"446,6",,,49610,,
9226.9,50030,"0,00000005598",,"433,8",,,49600,,
9228.8,49740,"0,00000003374",,"419,6",,,49320,,
9230.8,49150,"0,00000001967",,"403,4",,,48750,,
9232.7,48330,"0,00000001171",,387,,,47940,,
9234.6,47270,"0,000000006929",,"369,7",,,46900,,
9236.5,45990,"0,000000004076",,352,,,45630,,
9238.5,44410,"0,000000002317",,333,,,44080,,
9240.4,42730,"0,000000001346",,"314,9",,,42420,,
9242.3,40900,"7,779E-10",,297,,,40600,,
9244.2,38940,"4,467E-10",,"279,5",,,38660,,
9246.2,36760,"2,476E-10",,"261,9",,,36500,,
9248.1,34630,"1,405E-10",,246,,,34380,,
9250,32450,"7,921E-11",,"231,3",,,32220,,
9251.9,30260,"4,441E-11",,"217,8",,,30040,,
9253.8,28080,"2,475E-11",,"205,7",,,27880,,
9255.8,25830,"1,329E-11",,"194,8",,,25630,,
9257.7,23750,"7,317E-12",,"186,1",,,23560,,
9259.6,21740,"4,005E-12",,"179,2",,,21560,,
9261.5,19820,"2,179E-12",,"174,2",,,19650,,
9263.5,17920,"1,141E-12",,"170,9",,,17750,,
9265.4,16230,"6,131E-13",,"169,8",,,16060,,
9267.3,14660,"3,276E-13",,"170,6",,,14490,,
9269.2,13220,"1,74E-13",,"173,2",,,13050,,
9271.2,11840,"8,88E-14",,"177,9",,,11660,,
9273.1,10650,"4,659E-14",,"184,2",,,10470,,
9275,9592,"2,43E-14",,"192,1",,,9399,,
9276.9,8646,,,"201,5",,,8445,,
9278.8,7811,,,"212,2",,,7599,,
9280.8,7045,,,"224,8",,,6820,,
9282.7,6415,,,"237,8",,,6178,,
9284.6,5873,,,"251,6",,,5622,,
9286.5,5410,,,266,,,5144,,
9288.5,4999,,,"281,6",,,4717,,
9290.4,4672,,,"296,6",,,4376,,
9292.3,4401,,,"311,5",,,4089,,
9294.2,4177,,,"326,2",,,3851,,
9296.2,3988,,,"341,2",,,3646,,
9298.1,3845,,,"354,7",,,3490,,
9300,3734,"4,102E-14",,"367,3",,,3367,,
9301.9,3652,"7,616E-14",,"378,9",,,3273,,
9303.8,3594,"1,406E-13",,"389,2",,,3205,,
9305.8,3558,"2,666E-13",,"398,6",,,3159,,
9307.7,3545,"4,869E-13",,"405,9",,,3139,,
9309.6,3551,"9,171E-13",,"411,6",,,3139,,
9311.5,3575,"1,658E-12",,"415,6",,,3160,,
9313.5,3620,"3,076E-12",,"417,9",,,3203,,
9315.4,3681,"5,502E-12",,"418,2",,,3262,,
9317.3,3757,"9,788E-12",,"416,7",,,3341,,
9319.2,3850,"1,732E-11",,"413,4",,,3437,,
9321.2,3965,"3,14E-11",,408,,,3557,,
9323.1,4088,"5,495E-11",,"401,1",,,3687,,
9325,4225,"9,566E-11",,"392,7",,,3833,,
9326.9,4374,"1,656E-10",,"382,7",,,3991,,
9328.8,4533,"2,853E-10",,"371,4",,,4162,,
9330.8,4709,"5,027E-10",,"358,1",,,4351,,
9332.7,4882,"8,562E-10",,"344,3",,,4538,,
9334.6,5058,"0,000000001451",,"329,7",,,4728,,
9336.5,5233,"0,000000002445",,"314,2",,,4919,,
9338.5,5414,"0,000000004211",,"297,3",,,5117,,
9340.4,5579,"0,000000007018",,"280,8",,,5298,,
9342.3,5733,"0,00000001164",,"264,1",,,5469,,
9344.2,5874,"0,00000001919",,"247,3",,,5626,,
9346.2,6003,"0,0000000323",,"229,7",,,5773,,
9348.1,6106,"0,00000005269",,"213,2",,,5892,,
9350,6185,"0,00000008548",,197,,,5988,,
9351.9,6240,"0,0000001379",,"181,4",,,6058,,
9353.8,6267,"0,0000002214",,"166,3",,,6101,,
9355.8,6265,"0,0000003623",,"151,2",,,6114,,
9357.7,6233,"0,0000005752",,"137,7",,,6095,,
9359.6,6171,"0,0000009083",,125,,,6046,,
9361.5,6080,"0,000001427",,"113,3",,,5967,,
9363.5,5954,"0,000002282",,102,,,5852,,
9365.4,5805,"0,000003545",,"92,31",,,5713,,
9367.3,5632,"0,000005478",,"83,64",,,5548,,
9369.2,5435,"0,000008421",,"76,01",,,5359,,
9371.2,5207,"0,00001316",,"69,11",,,5138,,
9373.1,4971,"0,00002002",,"63,62",,,4908,,
9375,4722,"0,00003027",,"59,15",,,4663,,
9376.9,4462,"0,00004553",,"55,69",,,4406,,
9378.8,4194,"0,00006813",,"53,21",,,4140,,
9380.8,3907,"0,0001035",,"51,63",,,3855,,
9382.7,3633,"0,0001532",,"51,06",,,3582,,
9384.6,3361,"0,0002256",,"51,37",,,3310,,
9386.5,3094,"0,0003303",,"52,51",,,3042,,
9388.5,2820,"0,0004906",,"54,55",,,2766,,
9390.4,2570,"0,0007106",,"57,24",,,2513,,
9392.3,2331,"0,001024",,"60,6",,,2270,,
9394.2,2105,"0,001467",,"64,58",,,2040,,
9396.2,1881,"0,00213",,"69,37",,,1812,,
9398.1,1684,"0,00302",,"74,42",,,1609,,
9400,1501,"0,004258",,"79,89",,,1422,,
9401.9,1335,"0,005972",,"85,7",,,1249,,
9403.8,1183,"0,008331",,"91,8",,,1091,,
9405.8,1039,"0,01176",,"98,42",,,"940,6",,
9407.7,"917,2","0,01623",,"104,8",,,"812,4",,
9409.6,809,"0,02228",,"111,3",,,"697,7",,
9411.5,"713,7","0,03042",,"117,7",,,"595,9",,
9413.5,"626,2","0,04198",,"124,4",,,"501,7",,
9415.4,"554,2","0,05669",,"130,6",,,"423,6",,
9417.3,"492,3","0,07617",,"136,5",,,"355,7",,
9419.2,"439,2","0,1018",,"142,1",,,297,,
9421.2,392,"0,1373",,"147,6",,,"244,2",,
9423.1,"354,3","0,1815",,"152,5",,,"201,6",,
9425,"322,6","0,2387",,"156,9",,,"165,5",,
9426.9,"296,3","0,3122",,"160,9",,,"135,1",,
9428.8,"274,4","0,4062",,"164,4",,,"109,7",,
9430.8,"255,6","0,5329",,"167,5",,,"87,54",,
9432.7,"240,9","0,6858",,170,,,"70,26",,
9434.6,229,"0,878",,172,,,"56,07",,
9436.5,"219,2","1,118",,"173,5",,,"44,51",,
9438.5,"210,8","1,434",,"174,7",,,"34,69",,
9440.4,"204,4","1,807",,"175,4",,,"27,22",,
9442.3,"199,1","2,264",,"175,6",,,"21,24",,
9444.2,"194,9","2,822",,"175,6",,,"16,48",,
9446.2,"191,3","3,539",,"175,2",,,"12,54",,
9448.1,"188,6","4,364",,"174,6",,,"9,621",,
9450,"186,4","5,353",,"173,7",,,"7,34",,
9451.9,"184,8","6,532",,"172,7",,,"5,568",,
9453.8,"183,7","7,928",,"171,5",,,"4,201",,
9455.8,"182,9","9,667",,"170,2",,,"3,104",,
9457.7,"182,7","11,61",,"168,8",,,"2,315",,
9459.6,183,"13,87",,"167,4",,,"1,717",,
9461.5,"183,7","16,48",,166,,,"1,266",,
9463.5,185,"19,64",,"164,4",,,"0,9136",,
9465.4,"186,8","23,09",,163,,,"0,6661",,
9467.3,"189,1",27,,"161,6",,,"0,483",,
9469.2,"192,1","31,4",,"160,3",,,"0,3483",,
9471.2,"195,8","36,61",,159,,,"0,2454",,
9473.1,"200,1","42,13",,"157,8",,,"0,1749",,
9475,"205,1","48,23",,"156,7",,,"0,124",,
9476.9,"210,8","54,92",,"155,7",,,"0,08742",,
9478.8,"217,2","62,21",,"154,9",,,"0,06129",,
9480.8,"224,8","70,53",,"154,2",,,"0,04192",,
9482.7,"232,8","79,05",,"153,7",,,"0,02906",,
9484.6,"241,5","88,12",,"153,4",,,"0,02003",,
9486.5,251,"97,73",,"153,3",,,"0,01373",,
9488.5,"261,8","108,4",,"153,5",,,"0,009184",,
9490.4,"272,8","118,9",,"153,9",,,"0,00624",,
9492.3,"284,5","129,8",,"154,7",,,"0,004231",,
9494.2,"296,7","140,9",,"155,8",,,"0,002878",,
9496.2,"310,1","152,8",,"157,3",,,"0,001948",,
9498.1,"323,3","164,1",,"159,2",,,"0,001399",,
9500,"336,8","175,4",,"161,4",,,"0,00109",,
9501.9,"350,5","186,4",,"164,1",,,"0,0009753",,
9503.8,"364,3","197,1",,"167,1",,,"0,001039",,
9505.8,"378,7","207,9",,"170,8",,,"0,001311",,
9507.7,"392,1","217,5",,"174,6",,,"0,001812",,
9509.6,"405,1","226,4",,"178,7",,,"0,002629",,
9511.5,"417,6","234,4",,"183,2",,,"0,003893",,
9513.5,"429,9","241,8",,"188,1",,,"0,005924",,
9515.4,"440,7","247,7",,193,,,"0,008823",,
9517.3,"450,4","252,4",,198,,,"0,0131",,
9519.2,"458,9","255,9",,203,,,"0,01936",,
9521.2,"466,3","258,1",,"208,2",,,"0,02905",,
9523.1,"471,9","258,9",,"212,9",,,"0,0425",,
9525,"475,8","258,4",,"217,4",,,"0,06185",,
9526.9,478,"256,4",,"221,5",,,"0,08955",,
9528.8,"478,5","253,2",,"225,1",,,"0,129",,
9530.8,477,"248,5",,"228,3",,,"0,1883",,
9532.7,"473,7","242,8",,"230,7",,,"0,2683",,
9534.6,"468,7",236,,"232,3",,,"0,3803",,
9536.5,"461,9","228,2",,"233,2",,,"0,5363",,
9538.5,"452,9",219,,"233,1",,,"0,7657",,
9540.4,"442,7","209,5",,"232,2",,,"1,068",,
9542.3,"431,2","199,4",,"230,3",,,"1,482",,
9544.2,"418,3","188,8",,"227,5",,,"2,046",,
9546.2,"403,6","177,2",,"223,6",,,"2,857",,
9548.1,"388,8",166,,"218,9",,,"3,903",,
9550,"373,3","154,7",,"213,4",,,"5,302",,
9551.9,"357,6","143,4",,"207,1",,,"7,166",,
9553.8,"341,9","132,2",,200,,,"9,635",,
9555.8,"325,7","120,8",,"191,9",,,"13,08",,
9557.7,"311,2","110,2",,"183,6",,,"17,4",,
9559.6,"297,9",100,,"174,8",,,"23,03",,
9561.5,"286,3","90,31",,"165,7",,,"30,31",,
9563.5,"276,7","80,66",,"155,8",,,"40,26",,
9565.4,"270,7","72,07",,"146,2",,,"52,43",,
9567.3,"268,5","64,06",,"136,6",,,"67,92",,
9569.2,"271,1","56,64",,127,,,"87,53",,
9571.2,"280,1","49,48",,117,,,"113,7",,
9573.1,"295,9","43,28",,"107,7",,,"144,9",,
9575,"320,2","37,67",,"98,74",,,"183,8",,
9576.9,"354,6","32,61",,"90,12",,,"231,9",,
9578.8,"401,1","28,09",,"81,92",,,"291,1",,
9580.8,"465,3","23,87",,"73,79",,,"367,6",,
9582.7,"543,4","20,34",,"66,58",,,"456,5",,
9584.6,641,"17,24",,"59,92",,,"563,9",,
9586.5,"761,3","14,54",,"53,83",,,"692,9",,
9588.5,916,"12,08",,"48,06",,,"855,8",,
9590.4,1094,"10,08",,"43,2",,,1040,,
9592.3,1306,"8,369",,"38,96",,,1258,,
9594.2,1556,"6,91",,"35,35",,,1514,,
9596.2,1866,"5,617",,"32,23",,,1828,,
9598.1,2211,"4,588",,"29,91",,,2176,,
9600,2608,"3,729",,"28,24",,,2576,,
9601.9,3065,"3,015",,"27,2",,,3034,,
9603.8,3585,"2,424",,"26,81",,,3555,,
9605.8,4206,"1,917",,"27,1",,,4177,,
9607.7,4871,"1,525",,"28,05",,,4841,,
9609.6,5614,"1,207",,"29,67",,,5583,,
9611.5,6437,"0,9505",,"31,96",,,6404,,
9613.5,7393,"0,7349",,"35,11",,,7357,,
9615.4,8388,"0,5725",,"38,8",,,8349,,
9617.3,9469,"0,4436",,"43,19",,,9425,,
9619.2,10630,"0,342",,"48,28",,,10580,,
9621.2,11950,"0,2586",,"54,38",,,11890,,
9623.1,13270,"0,1972",,"60,89",,,13210,,
9625,14670,"0,1496",,"68,08",,,14600,,
9626.9,16130,"0,1129",,"75,92",,,16060,,
9628.8,17650,"0,08477",,"84,39",,,17560,,
9630.8,19280,"0,06234",,"93,93",,,19190,,
9632.7,20870,"0,0463",,"103,5",,,20760,,
9634.6,22460,"0,03421",,"113,6",,,22350,,
9636.5,24060,"0,02514",,"124,1",,,23930,,
9638.5,25710,"0,01808",,"135,5",,,25570,,
9640.4,27240,"0,01315",,"146,5",,,27090,,
9642.3,28710,"0,009508",,"157,6",,,28550,,
9644.2,30100,"0,006841",,"168,7",,,29930,,
9646.2,31460,"0,00481",,"180,2",,,31280,,
9648.1,32630,"0,003424",,"190,8",,,32440,,
9650,33670,"0,002424",,"201,1",,,33470,,
9651.9,34560,"0,001707",,"210,8",,,34350,,
9653.8,35290,"0,001196",,"219,8",,,35070,,
9655.8,35870,"0,0008179",,"228,4",,,35650,,
9657.7,36240,"0,0005669",,"235,6",,,36010,,
9659.6,36420,"0,0003908",,"241,8",,,36180,,
9661.5,36410,"0,000268",,"246,9",,,36170,,
9663.5,36200,"0,0001792",,"250,9",,,35950,,
9665.4,35800,"0,0001216",,"253,4",,,35550,,
9667.3,35230,"0,00008204",,"254,6",,,34970,,
9669.2,34480,"0,00005508",,"254,5",,,34220,,
9671.2,33520,"0,000036",,253,,,33270,,
9673.1,32460,"0,00002391",,"250,2",,,32210,,
9675,31270,"0,00001579",,"246,1",,,31020,,
9676.9,29960,"0,00001038",,"240,9",,,29720,,
9678.8,28560,"0,000006782",,"234,5",,,28330,,
9680.8,27010,"0,00000431",,"226,7",,,26780,,
9682.7,25470,"0,000002787",,"218,4",,,25250,,
9684.6,23900,"0,000001792",,"209,2",,,23690,,
9686.5,22310,"0,000001147",,"199,4",,,22110,,
9688.5,20630,"0,0000007124",,"188,5",,,20440,,
9690.4,19060,"0,0000004508",,"177,8",,,18880,,
9692.3,17510,"0,0000002838",,"166,8",,,17340,,
9694.2,16010,"0,0000001777",,"155,7",,,15850,,
9696.2,14490,"0,0000001079",,"143,9",,,14340,,
9698.1,13110,"0,00000006685",,"132,9",,,12980,,
9700,11810,"0,00000004119",,122,,,11690,,
9701.9,10590,"0,00000002524",,"111,5",,,10480,,
9703.8,9450,"0,00000001539",,"101,3",,,9349,,
9705.8,8349,"0,000000009086",,"91,14",,,8258,,
9707.7,7396,"0,000000005479",,"81,96",,,7314,,
9709.6,6533,"0,000000003286",,"73,31",,,6460,,
9711.5,5761,"0,00000000196",,"65,24",,,5695,,
9713.5,5043,"0,000000001132",,"57,38",,,4985,,
9715.4,4449,"6,678E-10",,"50,51",,,4399,,
9717.3,3939,"3,92E-10",,"44,24",,,3895,,
9719.2,3509,"2,289E-10",,"38,55",,,3471,,
9721.2,3140,"1,292E-10",,"33,15",,,3107,,
9723.1,2865,"7,46E-11",,"28,58",,,2836,,
9725,2660,"4,285E-11",,"24,5",,,2635,,
9726.9,2521,"2,449E-11",,"20,9",,,2500,,
9728.8,2447,"1,392E-11",,"17,74",,,2429,,
9730.8,2434,"7,635E-12",,"14,84",,,2419,,
9732.7,2481,"4,292E-12",,"12,46",,,2468,,
9734.6,2583,"2,4E-12",,"10,4",,,2573,,
9736.5,2739,"1,335E-12",,"8,643",,,2730,,
9738.5,2957,"7,159E-13",,"7,071",,,2950,,
9740.4,3214,"3,726E-13",,"5,812",,,3208,,
9742.3,3516,"2,042E-13",,"4,752",,,3511,,
9744.2,3862,"1,113E-13",,"3,865",,,3858,,
9746.2,4270,"5,844E-14",,"3,092",,,4267,,
9748.1,4696,"3,151E-14",,"2,489",,,4694,,
9750,5157,,,"1,992",,,5155,,
9751.9,5648,,,"1,587",,,5646,,
9753.8,6165,,,"1,257",,,6164,,
9755.8,6734,,,"0,9781",,,6733,,
9757.7,7290,,,"0,7666",,,7290,,
9759.6,7858,,,"0,5977",,,7858,,
9761.5,8431,,,"0,4636",,,8431,,
9763.5,9033,,,"0,3528",,,9032,,
9765.4,9596,,,"0,2707",,,9595,,
9767.3,10140,,,"0,2067",,,10140,,
9769.2,10670,,,"0,157",,,10670,,
9771.2,11190,,,"0,1168",,,11190,,
9773.1,11650,,,"0,08776",,,11650,,
9775,12070,,,"0,06559",,,12070,,
9776.9,12440,,,"0,04877",,,12440,,
9778.8,12750,,,"0,03607",,,12750,,
9780.8,13020,,,"0,02611",,,13020,,
9782.7,13210,,,"0,01911",,,13210,,
9784.6,13340,,,"0,01391",,,13340,,
9786.5,13400,,,"0,01007",,,13400,,
9788.5,13390,,,"0,007129",,,13390,,
9790.4,13310,,,"0,005108",,,13310,,
9792.3,13160,,,"0,00364",,,13160,,
9794.2,12950,,,"0,002581",,,12950,,
9796.2,12660,,,"0,001787",,,12660,,
9798.1,12320,"5,956E-14",,"0,001253",,,12320,,
9800,11940,"1,075E-13",,"0,0008745",,,11940,,
9801.9,11510,"2,138E-13",,"0,000607",,,11510,,
9803.8,11030,"3,826E-13",,"0,0004191",,,11030,,
9805.8,10500,"7,023E-13",,"0,0002822",,,10500,,
9807.7,9962,"1,245E-12",,"0,0001928",,,9962,,
9809.6,9405,"2,195E-12",,"0,000131",,,9405,,
9811.5,8834,"3,851E-12",,"0,00008858",,,8834,,
9813.5,8225,"6,925E-12",,"0,00005834",,,8225,,
9815.4,7646,"1,203E-11",,"0,00003902",,,7646,,
9817.3,7071,"2,081E-11",,"0,00002596",,,7071,,
9819.2,6506,"3,58E-11",,"0,00001718",,,6506,,
9821.2,5927,"6,306E-11",,"0,00001107",,,5927,,
9823.1,5397,"1,074E-10",,"0,000007247",,,5397,,
9825,4889,"1,822E-10",,"0,000004721",,,4889,,
9826.9,4407,"3,074E-10",,"0,000003059",,,4407,,
9828.8,3951,"5,161E-10",,"0,000001972",,,3951,,
9830.8,3504,"8,86E-10",,"0,000001235",,,3504,,
9832.7,3109,"0,000000001473",,"0,0000007879",,,3109,,
9834.6,2745,"0,000000002437",,"0,0000004999",,,2745,,
9836.5,2411,"0,000000004013",,"0,0000003155",,,2411,,
9838.5,2092,"0,000000006747",,"0,0000001933",,,2092,,
9840.4,1819,"0,000000011",,"0,0000001207",,,1819,,
9842.3,1573,"0,00000001785",,"0,00000007498",,,1573,,
9844.2,1353,"0,00000002881",,"0,00000004633",,,1353,,
9846.2,1149,"0,00000004746",,"0,00000002776",,,1149,,
9848.1,"978,2","0,00000007586",,"0,00000001697",,,"978,2",,
9850,"828,7","0,0000001207",,"0,00000001032",,,"828,7",,
9851.9,"698,5","0,000000191",,"0,000000006244",,,"698,5",,
9853.8,"585,7","0,000000301",,"0,000000003758",,,"585,7",,
9855.8,484,"0,0000004832",,"0,00000000219",,,484,,
9857.7,"401,6","0,0000007537",,"0,000000001304",,,"401,6",,
9859.6,"331,6","0,00000117",,"7,723E-10",,,"331,6",,
9861.5,"272,4","0,000001807",,"4,551E-10",,,"272,4",,
9863.5,"220,2","0,000002842",,"2,593E-10",,,"220,2",,
9865.4,179,"0,000004347",,"1,512E-10",,,179,,
9867.3,"144,8","0,000006617",,"8,768E-11",,,"144,8",,
9869.2,"116,5","0,00001002",,"5,059E-11",,,"116,5",,
9871.2,"92,16","0,00001544",,"2,819E-11",,,"92,16",,
9873.1,"73,39","0,00002316",,"1,609E-11",,,"73,39",,
9875,"58,14","0,00003456",,"9,136E-12",,,"58,14",,
9876.9,"45,83","0,00005134",,"5,16E-12",,,"45,83",,
9878.8,"35,94","0,00007589",,"2,9E-12",,,"35,94",,
9880.8,"27,67","0,0001139",,"1,572E-12",,,"27,67",,
9882.7,"21,47","0,0001667",,"8,737E-13",,,"21,47",,
9884.6,"16,58","0,0002428",,"4,832E-13",,,"16,58",,
9886.5,"12,74","0,000352",,"2,658E-13",,,"12,74",,
9888.5,"9,596","0,0005175",,"1,409E-13",,,"9,595",,
9890.4,"7,295","0,0007428",,"7,669E-14",,,"7,294",,
9892.3,"5,518","0,001061","2,657E-27",,,,"5,517",,
9894.2,"4,153","0,001508","4,765E-27",,,,"4,151",,
9896.2,"3,062","0,002172","8,765E-27",,,,"3,06",,
9898.1,"2,282","0,003056","1,556E-26",,,,"2,279",,
9900,"1,693","0,00428","2,75E-26",,,,"1,688",,
9901.9,"1,25","0,005965","4,837E-26",,,,"1,244",,
9903.8,"0,9208","0,008273","8,467E-26",,,,"0,9126",,
9905.8,"0,6664","0,01161","1,519E-25",,,,"0,6548",,
9907.7,"0,4911","0,01595","2,632E-25",,,,"0,4752",,
9909.6,"0,3649","0,02179","4,541E-25",,,,"0,3431",,
9911.5,"0,2761","0,02964","7,798E-25",,,,"0,2465",,
9913.5,"0,2138","0,04076","1,37E-24",,,,"0,173",,
9915.4,"0,1779","0,05488","2,33E-24",,,,"0,123",,
9917.3,"0,1605","0,07354","3,943E-24",,,,"0,087",,
9919.2,"0,1593","0,09808","6,641E-24",,,,"0,06122",,
9921.2,"0,1742","0,1321","1,144E-23",,,,"0,04206",,
9923.1,"0,2037","0,1744","1,907E-23",,,,"0,02929",,
9925,"0,2495","0,2292","3,166E-23",,,,"0,02029",,
9926.9,"0,3137","0,2997","5,231E-23",,,,"0,01399",,
9928.8,"0,3996","0,39","8,6E-23",,,,"0,009591",,
9930.8,"0,5184","0,512","1,444E-22",,,,"0,006413",,
9932.7,"0,664","0,6597","2,351E-22",,,,"0,004352",,
9934.6,"0,8489","0,8459","3,81E-22",,,,"0,002939",,
9936.5,"1,081","1,079","6,145E-22",,,,"0,001974",,
9938.5,"1,389","1,388","1,011E-21",,,,"0,001292",,
9940.4,"1,755","1,754","1,615E-21",,,,"0,0008586",,
9942.3,"2,206","2,205","2,567E-21",,,,"0,0005679",,
9944.2,"2,76","2,759","4,06E-21",,,,"0,0003737",,
9946.2,"3,475","3,475","6,547E-21",,,,"0,0002392",,
9948.1,"4,306","4,306","1,026E-20",,,,"0,0001558",,
9950,"5,309","5,309","1,599E-20",,,,"0,0001009",,
9951.9,"6,514","6,514","2,481E-20",,,,"0,00006506",,
9953.8,"7,953","7,953","3,832E-20",,,,"0,00004172",,
9955.8,"9,763","9,763","6,024E-20",,,,"0,000026",,
9957.7,"11,8","11,8","9,213E-20",,,,"0,0000165",,
9959.6,"14,2","14,2","1,402E-19",,,,"0,00001042",,
9961.5,17,17,"2,124E-19",,,,"0,000006544",,
9963.5,"20,45","20,45","3,272E-19",,,,"0,00000399",,
9965.4,"24,24","24,24","4,909E-19",,,,"0,00000248",,
9967.3,"28,6","28,6","7,329E-19",,,,"0,000001534",,
9969.2,"33,58","33,58","1,089E-18",,,,"0,0000009441",,
9971.2,"39,55","39,55","1,644E-18",,,,"0,0000005632",,
9973.1,"45,97","45,97","2,419E-18",,,,"0,000000343",,
9975,"53,19","53,19","3,543E-18",,,,"0,0000002078",,
9976.9,"61,23","61,23","5,164E-18",,,,"0,0000001253",,
9978.8,"70,16","70,16","7,491E-18",,,,"0,00000007512",,
9980.8,"80,54","80,54","1,102E-17",,,,"0,00000004362",,
9982.7,"91,36","91,36","1,584E-17",,,,"0,00000002589",,
9984.6,"103,1","103,1","2,264E-17",,,,"0,00000001528",,
9986.5,"115,9","115,9","3,222E-17",,,,"0,000000008979",,
9988.5,"130,3","130,3","4,646E-17",,,,"0,000000005101",,
9990.4,"144,9","144,9","6,547E-17",,,,"0,000000002966",,
9992.3,"160,5","160,5","9,181E-17",,,,"0,000000001715",,
9994.2,"176,8","176,8","1,281E-16",,,,"9,872E-10",,
9996.2,"194,7","194,7","1,811E-16",,,,"5,488E-10",,
9998.1,"212,4","212,4","2,503E-16",,,,"3,125E-10",,
10000,"230,6","230,6","3,443E-16",,,,"1,771E-10",,
10001.9,"249,1","249,1","4,714E-16",,,,"9,981E-11",,
